country	year	INGO_uia
Slovak Republic	1996	916
Slovak Republic	1997	1037
Slovak Republic	1998	1138
Slovak Republic	1999	1179
Italy	1966	1057
Italy	1977	1343
Italy	1978	1343
Italy	1979	1343
Italy	1980	1343
Italy	1981	1343
Italy	1982	1929
Italy	1983	1952
Italy	1984	2019
Italy	1985	2019
Italy	1986	1702
Italy	1987	2097
Italy	1988	2266
Italy	1989	2381
Italy	1990	2480
Italy	1991	2557
Italy	1992	2644
Italy	1993	2731
Italy	1994	2791
Italy	1995	2861
Italy	1996	2970
Italy	1997	3049
Italy	1998	3147
Italy	1999	3212
San Marino	1966	18
San Marino	1977	34
San Marino	1978	34
San Marino	1979	34
San Marino	1980	34
San Marino	1981	34
San Marino	1982	55
San Marino	1983	60
San Marino	1984	61
San Marino	1985	61
San Marino	1986	62
San Marino	1987	67
San Marino	1988	73
San Marino	1989	80
San Marino	1990	89
San Marino	1991	100
San Marino	1992	104
San Marino	1993	106
San Marino	1994	108
San Marino	1995	109
San Marino	1996	122
San Marino	1997	126
San Marino	1998	126
San Marino	1999	124
Malta	1966	106
Malta	1977	201
Malta	1978	201
Malta	1979	201
Malta	1980	201
Malta	1981	201
Malta	1982	292
Malta	1983	304
Malta	1984	309
Malta	1985	309
Malta	1986	301
Malta	1987	336
Malta	1988	350
Malta	1989	376
Malta	1990	402
Malta	1991	419
Malta	1992	433
Malta	1993	459
Malta	1994	484
Malta	1995	519
Malta	1996	552
Malta	1997	576
Malta	1998	595
Malta	1999	615
Albania	1966	44
Albania	1977	48
Albania	1978	48
Albania	1979	48
Albania	1980	48
Albania	1981	48
Albania	1982	67
Albania	1983	68
Albania	1984	70
Albania	1985	70
Albania	1986	63
Albania	1987	64
Albania	1988	63
Albania	1989	65
Albania	1990	71
Albania	1991	73
Albania	1992	88
Albania	1993	134
Albania	1994	179
Albania	1995	216
Albania	1996	257
Albania	1997	299
Albania	1998	348
Albania	1999	365
Macedonia, FYR	1984	0
Macedonia, FYR	1986	0
Macedonia, FYR	1987	0
Macedonia, FYR	1988	0
Macedonia, FYR	1989	0
Macedonia, FYR	1990	0
Macedonia, FYR	1991	0
Macedonia, FYR	1992	0
Macedonia, FYR	1993	9
Macedonia, FYR	1994	77
Macedonia, FYR	1995	149
Macedonia, FYR	1996	212
Macedonia, FYR	1997	262
Macedonia, FYR	1998	319
Macedonia, FYR	1999	348
Croatia	1984	0
Croatia	1986	0
Croatia	1987	0
Croatia	1988	0
Croatia	1989	0
Croatia	1990	0
Croatia	1991	0
Croatia	1992	14
Croatia	1993	282
Croatia	1994	496
Croatia	1995	684
Croatia	1996	828
Croatia	1997	927
Croatia	1998	1025
Croatia	1999	1080
Yugoslavia, FR (Se	1966	490
Yugoslavia, FR (Se	1977	667
Yugoslavia, FR (Se	1978	667
Yugoslavia, FR (Se	1979	667
Yugoslavia, FR (Se	1980	667
Yugoslavia, FR (Se	1981	667
Yugoslavia, FR (Se	1982	932
Yugoslavia, FR (Se	1983	948
Yugoslavia, FR (Se	1984	970
Yugoslavia, FR (Se	1985	970
Yugoslavia, FR (Se	1986	945
Yugoslavia, FR (Se	1987	1029
Yugoslavia, FR (Se	1988	1093
Yugoslavia, FR (Se	1989	1154
Yugoslavia, FR (Se	1990	1189
Yugoslavia, FR (Se	1991	1246
Yugoslavia, FR (Se	1992	1301
Yugoslavia, FR (Se	1993	1172
Yugoslavia, FR (Se	1994	1060
Yugoslavia, FR (Se	1995	959
Yugoslavia, FR (Se	1996	925
Yugoslavia, FR (Se	1997	939
Yugoslavia, FR (Se	1998	985
Yugoslavia, FR (Se	1999	998
Bosnia and Herzego	1984	0
Bosnia and Herzego	1986	0
Bosnia and Herzego	1987	0
Bosnia and Herzego	1988	0
Bosnia and Herzego	1989	0
Bosnia and Herzego	1990	0
Bosnia and Herzego	1991	0
Bosnia and Herzego	1992	0
Bosnia and Herzego	1993	49
Bosnia and Herzego	1994	96
Bosnia and Herzego	1995	142
Bosnia and Herzego	1996	164
Bosnia and Herzego	1997	201
Bosnia and Herzego	1998	247
Bosnia and Herzego	1999	264
Slovenia	1984	0
Slovenia	1986	0
Slovenia	1987	0
Slovenia	1988	0
Slovenia	1989	0
Slovenia	1990	0
Slovenia	1991	0
Slovenia	1992	19
Slovenia	1993	296
Slovenia	1994	528
Slovenia	1995	707
Slovenia	1996	866
Slovenia	1997	969
Slovenia	1998	1064
Slovenia	1999	1130
Greece	1966	552
Greece	1977	702
Greece	1978	702
Greece	1979	702
Greece	1980	702
Greece	1981	702
Greece	1982	1043
Greece	1983	1078
Greece	1984	1125
Greece	1985	1125
Greece	1986	1095
Greece	1987	1228
Greece	1988	1328
Greece	1989	1392
Greece	1990	1468
Greece	1991	1515
Greece	1992	1608
Greece	1993	1681
Greece	1994	1761
Greece	1995	1848
Greece	1996	1923
Greece	1997	1984
Greece	1998	2054
Greece	1999	2089
Cyprus	1966	91
Cyprus	1977	181
Cyprus	1978	181
Cyprus	1979	181
Cyprus	1980	181
Cyprus	1981	181
Cyprus	1982	324
Cyprus	1983	342
Cyprus	1984	363
Cyprus	1985	363
Cyprus	1986	371
Cyprus	1987	408
Cyprus	1988	447
Cyprus	1989	482
Cyprus	1990	504
Cyprus	1991	531
Cyprus	1992	558
Cyprus	1993	596
Cyprus	1994	609
Cyprus	1995	635
Cyprus	1996	669
Cyprus	1997	691
Cyprus	1998	716
Cyprus	1999	740
Bulgaria	1966	252
Bulgaria	1977	406
Bulgaria	1978	406
Bulgaria	1979	406
Bulgaria	1980	406
Bulgaria	1981	406
Bulgaria	1982	555
Bulgaria	1983	575
Bulgaria	1984	592
Bulgaria	1985	592
Bulgaria	1986	590
Bulgaria	1987	636
Bulgaria	1988	683
Bulgaria	1989	711
Bulgaria	1990	745
Bulgaria	1991	787
Bulgaria	1992	877
Bulgaria	1993	953
Bulgaria	1994	1009
Bulgaria	1995	1045
Bulgaria	1996	1119
Bulgaria	1997	1174
Bulgaria	1998	1222
Bulgaria	1999	1258
Moldova	1984	0
Moldova	1986	0
Moldova	1987	0
Moldova	1988	0
Moldova	1989	0
Moldova	1990	0
Moldova	1991	0
Moldova	1992	2
Moldova	1993	40
Moldova	1994	92
Moldova	1995	122
Moldova	1996	164
Moldova	1997	205
Moldova	1998	238
Moldova	1999	261
Romania	1966	275
Romania	1977	434
Romania	1978	434
Romania	1979	434
Romania	1980	434
Romania	1981	434
Romania	1982	592
Romania	1983	601
Romania	1984	606
Romania	1985	606
Romania	1986	595
Romania	1987	627
Romania	1988	642
Romania	1989	664
Romania	1990	678
Romania	1991	733
Romania	1992	829
Romania	1993	901
Romania	1994	997
Romania	1995	1062
Romania	1996	1147
Romania	1997	1225
Romania	1998	1299
Romania	1999	1345
Russia	1984	668
Russia	1986	646
Russia	1987	714
Russia	1988	755
Russia	1989	806
Russia	1990	901
Russia	1991	995
Russia	1992	1074
Russia	1993	514
Russia	1994	822
Russia	1995	1093
Russia	1996	1300
Russia	1997	1462
Russia	1998	1582
Russia	1999	1673
Estonia	1984	0
Estonia	1986	0
Estonia	1987	0
Estonia	1988	0
Estonia	1989	0
Estonia	1990	0
Estonia	1991	0
Estonia	1992	83
Estonia	1993	264
Estonia	1994	394
Estonia	1995	507
Estonia	1996	614
Estonia	1997	720
Estonia	1998	798
Estonia	1999	856
Latvia	1984	0
Latvia	1986	0
Latvia	1987	0
Latvia	1988	0
Latvia	1989	0
Latvia	1990	0
Latvia	1991	0
Latvia	1992	62
Latvia	1993	188
Latvia	1994	288
Latvia	1995	389
Latvia	1996	489
Latvia	1997	587
Latvia	1998	662
Latvia	1999	715
Lithuania	1984	0
Lithuania	1986	0
Lithuania	1987	0
Lithuania	1988	0
Lithuania	1989	0
Lithuania	1990	0
Lithuania	1991	0
Lithuania	1992	65
Lithuania	1993	224
Lithuania	1994	356
Lithuania	1995	482
Lithuania	1996	581
Lithuania	1997	668
Lithuania	1998	747
Lithuania	1999	793
Ukraine	1984	9
Ukraine	1986	8
Ukraine	1987	0
Ukraine	1988	0
Ukraine	1989	0
Ukraine	1990	0
Ukraine	1991	8
Ukraine	1992	14
Ukraine	1993	148
Ukraine	1994	290
Ukraine	1995	421
Ukraine	1996	535
Ukraine	1997	650
Ukraine	1998	741
Ukraine	1999	801
Belarus	1984	0
Belarus	1986	0
Belarus	1987	0
Belarus	1988	0
Belarus	1989	0
Belarus	1990	0
Belarus	1991	0
Belarus	1992	8
Belarus	1993	93
Belarus	1994	164
Belarus	1995	222
Belarus	1996	291
Belarus	1997	337
Belarus	1998	387
Belarus	1999	439
Armenia	1984	0
Armenia	1986	0
Armenia	1987	0
Armenia	1988	0
Armenia	1989	0
Armenia	1990	0
Armenia	1991	0
Armenia	1992	5
Armenia	1993	50
Armenia	1994	94
Armenia	1995	136
Armenia	1996	174
Armenia	1997	202
Armenia	1998	234
Armenia	1999	253
Georgia	1984	0
Georgia	1986	0
Georgia	1987	0
Georgia	1988	0
Georgia	1989	0
Georgia	1990	0
Georgia	1991	0
Georgia	1992	9
Georgia	1993	83
Georgia	1994	155
Georgia	1995	192
Georgia	1996	237
Georgia	1997	265
Georgia	1998	301
Georgia	1999	344
Azerbaijan	1984	0
Azerbaijan	1986	0
Azerbaijan	1987	0
Azerbaijan	1988	0
Azerbaijan	1989	0
Azerbaijan	1990	0
Azerbaijan	1991	0
Azerbaijan	1992	1
Azerbaijan	1993	29
Azerbaijan	1994	64
Azerbaijan	1995	92
Azerbaijan	1996	124
Azerbaijan	1997	150
Azerbaijan	1998	175
Azerbaijan	1999	192
Finland	1966	720
Finland	1977	1003
Finland	1978	1003
Finland	1979	1003
Finland	1980	1003
Finland	1981	1003
Finland	1982	1426
Finland	1983	1475
Finland	1984	1518
Finland	1985	1518
Finland	1986	1564
Finland	1987	1719
Finland	1988	1824
Finland	1989	1922
Finland	1990	2024
Finland	1991	2075
Finland	1992	2143
Finland	1993	2221
Finland	1994	2280
Finland	1995	2331
Finland	1996	2439
Finland	1997	2519
Finland	1998	2590
Finland	1999	2632
Sweden	1966	859
Sweden	1977	1184
Sweden	1978	1184
Sweden	1979	1184
Sweden	1980	1184
Sweden	1981	1184
Sweden	1982	1660
Sweden	1983	1700
Sweden	1984	1771
Sweden	1985	1771
Sweden	1986	1723
Sweden	1987	1980
Sweden	1988	2115
Sweden	1989	2209
Sweden	1990	2305
Sweden	1991	2345
Sweden	1992	2412
Sweden	1993	2507
Sweden	1994	2545
Sweden	1995	2609
Sweden	1996	2733
Sweden	1997	2815
Sweden	1998	2886
Sweden	1999	2944
Norway	1966	769
Norway	1977	1030
Norway	1978	1030
Norway	1979	1030
Norway	1980	1030
Norway	1981	1030
Norway	1982	1450
Norway	1983	1487
Norway	1984	1549
Norway	1985	1549
Norway	1986	1562
Norway	1987	1744
Norway	1988	1866
Norway	1989	1948
Norway	1990	2039
Norway	1991	2070
Norway	1992	2130
Norway	1993	2214
Norway	1994	2248
Norway	1995	2306
Norway	1996	2380
Norway	1997	2446
Norway	1998	2506
Norway	1999	2560
Denmark	1966	863
Denmark	1977	1145
Denmark	1978	1145
Denmark	1979	1145
Denmark	1980	1145
Denmark	1981	1145
Denmark	1982	1655
Denmark	1983	1699
Denmark	1984	1759
Denmark	1985	1759
Denmark	1986	1675
Denmark	1987	1943
Denmark	1988	2092
Denmark	1989	2194
Denmark	1990	2277
Denmark	1991	2320
Denmark	1992	2389
Denmark	1993	2462
Denmark	1994	2502
Denmark	1995	2549
Denmark	1996	2626
Denmark	1997	2698
Denmark	1998	2765
Denmark	1999	2795
Iceland	1966	204
Iceland	1977	322
Iceland	1978	322
Iceland	1979	322
Iceland	1980	322
Iceland	1981	322
Iceland	1982	508
Iceland	1983	545
Iceland	1984	575
Iceland	1985	575
Iceland	1986	717
Iceland	1987	692
Iceland	1988	727
Iceland	1989	780
Iceland	1990	816
Iceland	1991	829
Iceland	1992	861
Iceland	1993	902
Iceland	1994	934
Iceland	1995	964
Iceland	1996	1008
Iceland	1997	1029
Iceland	1998	1059
Iceland	1999	1071
Cape Verde	1966	0
Cape Verde	1977	0
Cape Verde	1978	0
Cape Verde	1979	0
Cape Verde	1980	0
Cape Verde	1981	0
Cape Verde	1982	23
Cape Verde	1983	25
Cape Verde	1984	34
Cape Verde	1985	34
Cape Verde	1986	37
Cape Verde	1987	45
Cape Verde	1988	49
Cape Verde	1989	55
Cape Verde	1990	65
Cape Verde	1991	70
Cape Verde	1992	74
Cape Verde	1993	89
Cape Verde	1994	92
Cape Verde	1995	98
Cape Verde	1996	106
Cape Verde	1997	104
Cape Verde	1998	111
Cape Verde	1999	115
Sao Tome and Princ	1966	0
Sao Tome and Princ	1977	0
Sao Tome and Princ	1978	0
Sao Tome and Princ	1979	0
Sao Tome and Princ	1980	0
Sao Tome and Princ	1981	0
Sao Tome and Princ	1982	12
Sao Tome and Princ	1983	21
Sao Tome and Princ	1984	27
Sao Tome and Princ	1985	27
Sao Tome and Princ	1986	35
Sao Tome and Princ	1987	37
Sao Tome and Princ	1988	38
Sao Tome and Princ	1989	21
Sao Tome and Princ	1990	39
Sao Tome and Princ	1991	44
Sao Tome and Princ	1992	41
Sao Tome and Princ	1993	47
Sao Tome and Princ	1994	50
Sao Tome and Princ	1995	58
Sao Tome and Princ	1996	62
Sao Tome and Princ	1997	60
Sao Tome and Princ	1998	63
Sao Tome and Princ	1999	65
Guinea-Bissau	1966	0
Guinea-Bissau	1977	0
Guinea-Bissau	1978	0
Guinea-Bissau	1979	0
Guinea-Bissau	1980	0
Guinea-Bissau	1981	0
Guinea-Bissau	1982	26
Guinea-Bissau	1983	34
Guinea-Bissau	1984	40
Guinea-Bissau	1985	40
Guinea-Bissau	1986	41
Guinea-Bissau	1987	50
Guinea-Bissau	1988	60
Guinea-Bissau	1989	62
Guinea-Bissau	1990	72
Guinea-Bissau	1991	83
Guinea-Bissau	1992	81
Guinea-Bissau	1993	90
Guinea-Bissau	1994	89
Guinea-Bissau	1995	97
Guinea-Bissau	1996	104
Guinea-Bissau	1997	106
Guinea-Bissau	1998	115
Guinea-Bissau	1999	118
Equatorial Guinea	1966	0
Equatorial Guinea	1977	0
Equatorial Guinea	1978	0
Equatorial Guinea	1979	0
Equatorial Guinea	1980	0
Equatorial Guinea	1981	0
Equatorial Guinea	1982	12
Equatorial Guinea	1983	17
Equatorial Guinea	1984	24
Equatorial Guinea	1985	24
Equatorial Guinea	1986	33
Equatorial Guinea	1987	38
Equatorial Guinea	1988	47
Equatorial Guinea	1989	51
Equatorial Guinea	1990	61
Equatorial Guinea	1991	70
Equatorial Guinea	1992	69
Equatorial Guinea	1993	71
Equatorial Guinea	1994	71
Equatorial Guinea	1995	70
Equatorial Guinea	1996	77
Equatorial Guinea	1997	72
Equatorial Guinea	1998	86
Equatorial Guinea	1999	88
Gambia, The	1966	20
Gambia, The	1977	58
Gambia, The	1978	58
Gambia, The	1979	58
Gambia, The	1980	58
Gambia, The	1981	58
Gambia, The	1982	115
Gambia, The	1983	122
Gambia, The	1984	144
Gambia, The	1985	144
Gambia, The	1986	150
Gambia, The	1987	166
Gambia, The	1988	182
Gambia, The	1989	198
Gambia, The	1990	210
Gambia, The	1991	215
Gambia, The	1992	213
Gambia, The	1993	236
Gambia, The	1994	239
Gambia, The	1995	238
Gambia, The	1996	246
Gambia, The	1997	238
Gambia, The	1998	240
Gambia, The	1999	234
Mali	1966	46
Mali	1977	69
Mali	1978	69
Mali	1979	69
Mali	1980	69
Mali	1981	69
Mali	1982	134
Mali	1983	153
Mali	1984	162
Mali	1985	162
Mali	1986	167
Mali	1987	181
Mali	1988	199
Mali	1989	218
Mali	1990	236
Mali	1991	245
Mali	1992	247
Mali	1993	271
Mali	1994	272
Mali	1995	282
Mali	1996	295
Mali	1997	284
Mali	1998	293
Mali	1999	300
Senegal	1966	133
Senegal	1977	215
Senegal	1978	215
Senegal	1979	215
Senegal	1980	215
Senegal	1981	215
Senegal	1982	358
Senegal	1983	375
Senegal	1984	395
Senegal	1985	395
Senegal	1986	399
Senegal	1987	426
Senegal	1988	470
Senegal	1989	490
Senegal	1990	508
Senegal	1991	536
Senegal	1992	540
Senegal	1993	565
Senegal	1994	572
Senegal	1995	572
Senegal	1996	587
Senegal	1997	575
Senegal	1998	563
Senegal	1999	576
Benin	1966	65
Benin	1977	104
Benin	1978	104
Benin	1979	104
Benin	1980	104
Benin	1981	104
Benin	1982	164
Benin	1983	174
Benin	1984	190
Benin	1985	190
Benin	1986	200
Benin	1987	212
Benin	1988	233
Benin	1989	250
Benin	1990	276
Benin	1991	287
Benin	1992	291
Benin	1993	323
Benin	1994	327
Benin	1995	343
Benin	1996	365
Benin	1997	365
Benin	1998	369
Benin	1999	370
Mauritania	1966	25
Mauritania	1977	46
Mauritania	1978	46
Mauritania	1979	46
Mauritania	1980	46
Mauritania	1981	46
Mauritania	1982	101
Mauritania	1983	106
Mauritania	1984	115
Mauritania	1985	115
Mauritania	1986	120
Mauritania	1987	135
Mauritania	1988	151
Mauritania	1989	163
Mauritania	1990	181
Mauritania	1991	187
Mauritania	1992	192
Mauritania	1993	197
Mauritania	1994	207
Mauritania	1995	208
Mauritania	1996	224
Mauritania	1997	225
Mauritania	1998	226
Mauritania	1999	220
Niger	1966	36
Niger	1977	67
Niger	1978	67
Niger	1979	67
Niger	1980	67
Niger	1981	67
Niger	1982	119
Niger	1983	127
Niger	1984	139
Niger	1985	139
Niger	1986	148
Niger	1987	154
Niger	1988	165
Niger	1989	182
Niger	1990	199
Niger	1991	211
Niger	1992	205
Niger	1993	220
Niger	1994	231
Niger	1995	240
Niger	1996	246
Niger	1997	236
Niger	1998	244
Niger	1999	244
Cote d'Ivoire	1966	86
Cote d'Ivoire	1977	187
Cote d'Ivoire	1978	187
Cote d'Ivoire	1979	187
Cote d'Ivoire	1980	187
Cote d'Ivoire	1981	187
Cote d'Ivoire	1982	314
Cote d'Ivoire	1983	330
Cote d'Ivoire	1984	346
Cote d'Ivoire	1985	346
Cote d'Ivoire	1986	355
Cote d'Ivoire	1987	380
Cote d'Ivoire	1988	423
Cote d'Ivoire	1989	452
Cote d'Ivoire	1990	467
Cote d'Ivoire	1991	472
Cote d'Ivoire	1992	482
Cote d'Ivoire	1993	509
Cote d'Ivoire	1994	531
Cote d'Ivoire	1995	541
Cote d'Ivoire	1996	562
Cote d'Ivoire	1997	557
Cote d'Ivoire	1998	556
Cote d'Ivoire	1999	565
Guinea	1966	33
Guinea	1977	31
Guinea	1978	31
Guinea	1979	31
Guinea	1980	31
Guinea	1981	31
Guinea	1982	63
Guinea	1983	72
Guinea	1984	82
Guinea	1985	82
Guinea	1986	94
Guinea	1987	112
Guinea	1988	139
Guinea	1989	155
Guinea	1990	163
Guinea	1991	179
Guinea	1992	186
Guinea	1993	217
Guinea	1994	231
Guinea	1995	238
Guinea	1996	253
Guinea	1997	248
Guinea	1998	253
Guinea	1999	252
Burkina Faso	1966	40
Burkina Faso	1977	87
Burkina Faso	1978	87
Burkina Faso	1979	87
Burkina Faso	1980	87
Burkina Faso	1981	87
Burkina Faso	1982	149
Burkina Faso	1983	164
Burkina Faso	1984	181
Burkina Faso	1985	181
Burkina Faso	1986	191
Burkina Faso	1987	194
Burkina Faso	1988	212
Burkina Faso	1989	225
Burkina Faso	1990	246
Burkina Faso	1991	256
Burkina Faso	1992	265
Burkina Faso	1993	292
Burkina Faso	1994	298
Burkina Faso	1995	315
Burkina Faso	1996	332
Burkina Faso	1997	331
Burkina Faso	1998	331
Burkina Faso	1999	330
Sierra Leone	1966	75
Sierra Leone	1977	146
Sierra Leone	1978	146
Sierra Leone	1979	146
Sierra Leone	1980	146
Sierra Leone	1981	146
Sierra Leone	1982	227
Sierra Leone	1983	237
Sierra Leone	1984	249
Sierra Leone	1985	249
Sierra Leone	1986	239
Sierra Leone	1987	258
Sierra Leone	1988	287
Sierra Leone	1989	294
Sierra Leone	1990	308
Sierra Leone	1991	326
Sierra Leone	1992	328
Sierra Leone	1993	336
Sierra Leone	1994	332
Sierra Leone	1995	333
Sierra Leone	1996	341
Sierra Leone	1997	349
Sierra Leone	1998	344
Sierra Leone	1999	335
Ghana	1966	182
Ghana	1977	269
Ghana	1978	269
Ghana	1979	269
Ghana	1980	269
Ghana	1981	269
Ghana	1982	429
Ghana	1983	441
Ghana	1984	454
Ghana	1985	454
Ghana	1986	439
Ghana	1987	478
Ghana	1988	530
Ghana	1989	541
Ghana	1990	556
Ghana	1991	569
Ghana	1992	578
Ghana	1993	599
Ghana	1994	610
Ghana	1995	620
Ghana	1996	630
Ghana	1997	624
Ghana	1998	630
Ghana	1999	632
Togo	1966	58
Togo	1977	111
Togo	1978	111
Togo	1979	111
Togo	1980	111
Togo	1981	111
Togo	1982	203
Togo	1983	212
Togo	1984	224
Togo	1985	224
Togo	1986	226
Togo	1987	237
Togo	1988	266
Togo	1989	281
Togo	1990	295
Togo	1991	310
Togo	1992	311
Togo	1993	331
Togo	1994	334
Togo	1995	334
Togo	1996	350
Togo	1997	355
Togo	1998	360
Togo	1999	355
Cameroon	1966	104
Cameroon	1977	163
Cameroon	1978	163
Cameroon	1979	163
Cameroon	1980	163
Cameroon	1981	163
Cameroon	1982	252
Cameroon	1983	263
Cameroon	1984	287
Cameroon	1985	287
Cameroon	1986	303
Cameroon	1987	326
Cameroon	1988	361
Cameroon	1989	387
Cameroon	1990	408
Cameroon	1991	430
Cameroon	1992	450
Cameroon	1993	487
Cameroon	1994	491
Cameroon	1995	518
Cameroon	1996	534
Cameroon	1997	542
Cameroon	1998	548
Cameroon	1999	559
Nigeria	1966	220
Nigeria	1977	409
Nigeria	1978	409
Nigeria	1979	409
Nigeria	1980	409
Nigeria	1981	409
Nigeria	1982	616
Nigeria	1983	634
Nigeria	1984	648
Nigeria	1985	648
Nigeria	1986	635
Nigeria	1987	705
Nigeria	1988	764
Nigeria	1989	796
Nigeria	1990	814
Nigeria	1991	839
Nigeria	1992	859
Nigeria	1993	889
Nigeria	1994	889
Nigeria	1995	921
Nigeria	1996	931
Nigeria	1997	919
Nigeria	1998	905
Nigeria	1999	899
Gabon	1966	59
Gabon	1977	69
Gabon	1978	69
Gabon	1979	69
Gabon	1980	69
Gabon	1981	69
Gabon	1982	139
Gabon	1983	148
Gabon	1984	156
Gabon	1985	156
Gabon	1986	172
Gabon	1987	176
Gabon	1988	203
Gabon	1989	218
Gabon	1990	237
Gabon	1991	246
Gabon	1992	248
Gabon	1993	256
Gabon	1994	258
Gabon	1995	259
Gabon	1996	270
Gabon	1997	272
Gabon	1998	280
Gabon	1999	280
Central African Re	1966	51
Central African Re	1977	64
Central African Re	1978	64
Central African Re	1979	64
Central African Re	1980	64
Central African Re	1981	64
Central African Re	1982	94
Central African Re	1983	106
Central African Re	1984	116
Central African Re	1985	116
Central African Re	1986	129
Central African Re	1987	144
Central African Re	1988	159
Central African Re	1989	165
Central African Re	1990	175
Central African Re	1991	184
Central African Re	1992	180
Central African Re	1993	194
Central African Re	1994	199
Central African Re	1995	200
Central African Re	1996	217
Central African Re	1997	211
Central African Re	1998	208
Central African Re	1999	198
Chad	1966	44
Chad	1977	54
Chad	1978	54
Chad	1979	54
Chad	1980	54
Chad	1981	54
Chad	1982	91
Chad	1983	94
Chad	1984	99
Chad	1985	99
Chad	1986	103
Chad	1987	109
Chad	1988	120
Chad	1989	126
Chad	1990	131
Chad	1991	138
Chad	1992	145
Chad	1993	163
Chad	1994	171
Chad	1995	177
Chad	1996	189
Chad	1997	184
Chad	1998	187
Chad	1999	182
Congo, Rep.	1966	58
Congo, Rep.	1977	102
Congo, Rep.	1978	102
Congo, Rep.	1979	102
Congo, Rep.	1980	102
Congo, Rep.	1981	102
Congo, Rep.	1982	179
Congo, Rep.	1983	187
Congo, Rep.	1984	196
Congo, Rep.	1985	196
Congo, Rep.	1986	206
Congo, Rep.	1987	227
Congo, Rep.	1988	249
Congo, Rep.	1989	254
Congo, Rep.	1990	261
Congo, Rep.	1991	280
Congo, Rep.	1992	279
Congo, Rep.	1993	293
Congo, Rep.	1994	301
Congo, Rep.	1995	308
Congo, Rep.	1996	329
Congo, Rep.	1997	323
Congo, Rep.	1998	307
Congo, Rep.	1999	304
Congo, Dem. Rep.	1966	131
Congo, Dem. Rep.	1977	195
Congo, Dem. Rep.	1978	195
Congo, Dem. Rep.	1979	195
Congo, Dem. Rep.	1980	195
Congo, Dem. Rep.	1981	195
Congo, Dem. Rep.	1982	297
Congo, Dem. Rep.	1983	304
Congo, Dem. Rep.	1984	319
Congo, Dem. Rep.	1985	319
Congo, Dem. Rep.	1986	324
Congo, Dem. Rep.	1987	350
Congo, Dem. Rep.	1988	380
Congo, Dem. Rep.	1989	413
Congo, Dem. Rep.	1990	440
Congo, Dem. Rep.	1991	453
Congo, Dem. Rep.	1992	462
Congo, Dem. Rep.	1993	473
Congo, Dem. Rep.	1994	486
Congo, Dem. Rep.	1995	499
Congo, Dem. Rep.	1996	504
Congo, Dem. Rep.	1997	502
Congo, Dem. Rep.	1998	494
Congo, Dem. Rep.	1999	497
Uganda	1966	124
Uganda	1977	190
Uganda	1978	190
Uganda	1979	190
Uganda	1980	190
Uganda	1981	190
Uganda	1982	248
Uganda	1983	255
Uganda	1984	263
Uganda	1985	263
Uganda	1986	264
Uganda	1987	279
Uganda	1988	310
Uganda	1989	338
Uganda	1990	353
Uganda	1991	377
Uganda	1992	394
Uganda	1993	415
Uganda	1994	423
Uganda	1995	439
Uganda	1996	454
Uganda	1997	464
Uganda	1998	484
Uganda	1999	485
Kenya	1966	151
Kenya	1977	294
Kenya	1978	294
Kenya	1979	294
Kenya	1980	294
Kenya	1981	294
Kenya	1982	469
Kenya	1983	488
Kenya	1984	518
Kenya	1985	518
Kenya	1986	506
Kenya	1987	558
Kenya	1988	603
Kenya	1989	639
Kenya	1990	668
Kenya	1991	688
Kenya	1992	716
Kenya	1993	757
Kenya	1994	769
Kenya	1995	775
Kenya	1996	812
Kenya	1997	822
Kenya	1998	813
Kenya	1999	826
Tanzania	1966	105
Tanzania	1977	171
Tanzania	1978	171
Tanzania	1979	171
Tanzania	1980	171
Tanzania	1981	171
Tanzania	1982	289
Tanzania	1983	300
Tanzania	1984	315
Tanzania	1985	315
Tanzania	1986	324
Tanzania	1987	347
Tanzania	1988	375
Tanzania	1989	406
Tanzania	1990	444
Tanzania	1991	456
Tanzania	1992	472
Tanzania	1993	502
Tanzania	1994	505
Tanzania	1995	516
Tanzania	1996	530
Tanzania	1997	537
Tanzania	1998	554
Tanzania	1999	545
Burundi	1966	29
Burundi	1977	56
Burundi	1978	56
Burundi	1979	56
Burundi	1980	56
Burundi	1981	56
Burundi	1982	106
Burundi	1983	116
Burundi	1984	124
Burundi	1985	124
Burundi	1986	127
Burundi	1987	140
Burundi	1988	162
Burundi	1989	164
Burundi	1990	179
Burundi	1991	192
Burundi	1992	194
Burundi	1993	210
Burundi	1994	217
Burundi	1995	231
Burundi	1996	240
Burundi	1997	234
Burundi	1998	231
Burundi	1999	229
Rwanda	1966	26
Rwanda	1977	57
Rwanda	1978	57
Rwanda	1979	57
Rwanda	1980	57
Rwanda	1981	57
Rwanda	1982	119
Rwanda	1983	126
Rwanda	1984	143
Rwanda	1985	143
Rwanda	1986	150
Rwanda	1987	163
Rwanda	1988	177
Rwanda	1989	188
Rwanda	1990	201
Rwanda	1991	215
Rwanda	1992	223
Rwanda	1993	242
Rwanda	1994	242
Rwanda	1995	248
Rwanda	1996	255
Rwanda	1997	249
Rwanda	1998	254
Rwanda	1999	246
Somalia	1966	24
Somalia	1977	46
Somalia	1978	46
Somalia	1979	46
Somalia	1980	46
Somalia	1981	46
Somalia	1982	89
Somalia	1983	92
Somalia	1984	103
Somalia	1985	103
Somalia	1986	108
Somalia	1987	120
Somalia	1988	132
Somalia	1989	144
